,premise,hypothesis,labels,english_premise,english_hypothesis
27,VIJAY : I love you ## VIJAY : I love you ## VENDOR : Didi ! ## VENDOR : Didi ... bhaiyya kuch keh rahey they ## VENDOR : I love you keh rahey they ## ,VIJAY ne VENDOR ki Didi ko I love you kaha. ,contradictory,Vijay: I love you ## Vijay: I love you ## Vendor: Didi! ## Seller: Didi... Brother he is saying something ## Seller: I love you he is saying ##,Vijay said I love you to the vendor's didi.
28,DHANIRAM : Sorry sir .. ## DHANIRAM : Sir doosre kamre mein ek chhota sa glass phoota .. Aur aap din bhar ke thake haare .. gehri neend se jaag pade . Dhadsina .. ## DHANIRAM : Wahan doosre kamre mein do do qatl ho gaye aur maa baap ghode bech kar sote rahe ? Zara sochiye sir .. ## DHANIRAM : Sir ye mail dekhiye . Ismein ladki maafi maang rahee ki papa phir aisi galti kabhee nahi karoongi . Kya thee wo galti ? ## ,Mail mein papa ne ladki se maafi maangi thi,contradictory,"Dhaniram : Sorry sir .. ## Dhaniram : Sir a small glass broke in the other room .. and you were all day green .. woke up from deep sleep. Dhadsina .. ## Dhaniram: There were two cuttles in the second room and the parents kept sleeping with the horses in between? Just think sir.. ## Dhaniram: Sir, see this mail. Ismeen girl apologizing that Papa will never make such mistakes again. are you making that mistake? ,",Papa had apologized to the girl in the mail
29,JHONTA : 26 rupaya mila ek-ay gotey mein ! Aur ek-saans bhi bahut lambi chali . ## PATHAK : Toh ? ## JHONTA : Humko bhi khelne do na ... ## PATHAK : Kya khelne do ? ## JHONTA : Wahi shaam mein jo sab boli lagta hai gotey pe ... achha paisa milta hai ! ## PATHAK : Yahi bacha hai ... juaa khelne dein tumko ? ## JHONTA : Jua nahin hai ... aur hum ab bahut sahi ho gaye hain ! Aaj toh khelenge ! ## JHONTA : Lagta hai saand se marwa ke aaye ho aaj ! ## ,Ek gotey mein 26 rupees mile,entailment,"Jhonta: I got 26 rupees in one-e-mile! And even a single breath lasted too long. ## Reader: So? ## Jhonta: Don't let us play too... ## Reader: Let us play? ## Jhonta : In the same evening, when you get all the bids, you get good money! ## Reader: That's all... Let you gamble? ## Jhonta: It hasn't happened... and we're pretty much right now! Will play today! ## Jhonta: Looks like you have come to Marwa from the bull today! ,",26 rupees mile in one piece
30,"ARJUN : Mujhe laga tum aaogi nahin . ## TIA : Mujhe laga tum phone nahin karoge . ## ARJUN : T you know , dad ki death se pehle main tumhara dard samjh to gaya tha , magar aaj mehsoos bhi kar paa raha hun ... ## TIA : Hey .. I know how you feel .. ## ARJUN : Apnon se door bhaagte bhaagte thak gaya hun main .. ## TIA : Toh laut aao na .. Sab yahin hain .. Jahan the .. ## ARJUN : I missed you .. ## ",ARJUN ko laga TIA nahi aaegi,entailment,"Arjun: I thought you would not come. ## TIA: I thought you wouldn't call. ## Arjun: T you know, before dad's death I understood your pain, but even today I can feel it... ## TIA: Hey.. I know how you feel.. ## Arjun: I have been running away from you.. ## TIA: So come back na.. Everyone is here.. Where were you.. ## Arjun: I missed you.. ##",Arjun thought that Tiya would not come
31,"TIA : Lataji ki awaaz mein kya pain hai . ## BOOBLY : No pain , no gain . ## ARJUN : Aaj se main bhi gym mein KL sahab ke gaane sununga . ## TIA : By the way mera bhi birthday aa raha hai .. Aur mujhe birthday gift ke liye Boobly ka ek 10 by 2 cut out chahiye .. God he's so sexy !! ## ",TIA ko birthday gift mein car chahiye,contradictory,"TIA: What a pain in Lataji's voice. ## BOOBLY : No pain, no gain. ## Arjun: From today onwards I will also listen to KL sahab going to the gym. ## TIA : Well my birthday is coming.. and I want a 10 by 2 cut out of bubbly for a birthday gift.. God she is so sexy!! ,",TIA needs a car as a birthday present
32,MOTHER : Arjun !! -- ## ARJUN : Bas maa .. aap bhi jaante ho ye chor hai !! ## MOTHER : --5 saal baad saath-saath aaye ho .. janvaron ki tarah ladna zaroori hai ? ## ARJUN : Haan aapko toh main hi galat lagta hoon .. Rahul ne kabhi kuch kiya hi nahin .. Sab kuch ek coincidence tha .. Bas ! ## ,MOTHER told ARJUN to avoid quarrels.,entailment,"Mother: Arjun!! - ## Arjun: Just mother.. you go too, this is a thief !! ## Mother:- After 5 years you have come together..Is it necessary to bring like animals? ## Arjun: Yes you think I am wrong.. Rahul never did anything.. Everything was a coincidence.. That's it! ,",The mother asked Arjuna to avoid the fight.
33,"SANDHYA : Namaste Bijay bhaiyya . ## BIJAY : Namaste Bhabhi . Aap is taraf ... ## SANDHYA : Kuch jaroorat ka samaan lena tha . ## BIJAY : Batao - sewa mein haajir hai devar . Chai campa kuch mangaoon . ## SANDHYA : Nahin , thank you . ## BIJAY : Akeli aayi ho , Prem ko kahan dukaan pe hee chorr aayi . ## SANDHYA : Nahin ... bindi nail paalish nahin chahiye . (pointing at the undergarment boxes) Us tarah ka kuch ho to dikha do . ## BIJAY : Didi dikhayengi , main jara kuch likha padi kar raha hoon . ## SANDHYA : Andar aajao . ## PREM : Nahin tum khareed lo jo tumhein khareedana hai . ## ",SANDHYA ko undergarment chahiye.,entailment,"Sandhya: Hello Bijay Bhaiya. ## Bijay : Hello sister-in-law. You are appreciated... ## Sandhya: Had to get some essentials. ## Bijay: Tell me, brother-in-law is present in the service. Chai Campa Some Moong. ## Sandhya: No, thanks. ## Bijay: You have come alone, where did the thief come to Prem at the shop? ## Sandhya: No... do not need dot nail polish. (Pointing to the undergarment boxes) Show us if you have any kind. ## Bijay: Didi will be seen, I am doing a little written padi. ## Sandhya: Come in. ## Love : No you buy what you want to stand. ,",Sandhya needs an undergarment.
34,"NEERJA : Passengers en route to Frankfurt and New York please remain seated . For those deboarding at Karachi , thank you for flying with Pan Am . ## TINA: : His name is Carl Malone . ## NEERJA: : Kaun ? ## TINA: : Arey that cute guy in business class 13J . ## NEERJA: : No issues with the flight . ## IMRAN ALI: : Asalaam walekum . Had a good flight ? ## TINA: : Of course Imran bhai . ## NEERJA: : Tumhe kab se humaari itni fikr hone lagi Imrani Ali . I know why you are being so sweet . ## IMRAN ALI: : Neerja humaari humdardi ka mazaak banaa rahi hain aap . ## NEERJA: : Arey aap toh naraaz ho gaye ## IMRAN ALI: : Naaraz aur tumse ? Ho hi nahi sakta , thoda kaam bhi kar liya jaaye ? Kya khayal hain ? ## ",NEERJA ne kaha ki Imran ko humaari fikr lagi rahati hai. ,contradictory,"Neerja: Passengers going to Frankfurt and New York, please stay seated. For those landing in Karachi, thank you for flying with Pan Am. ## Tina : : His name is Karl Malone. ## Neerja: : Who? ## Tina : : Hey that cute boy who is in business class 13J. ## Neerja : There is no problem with the flight. ## Imran Ali : : Aslam Walekum. had a good flight? ## Tina: : Of course Imran bhai. ## Neerja: : Since when did you start worrying about us so much, Imrani Ali. I know why you're being so cute. ## Imran Ali: : Neerja, you are making fun of our sympathy. ## Neerja: : Hey you are angry ## Imran Ali: : Angry and you? It can't be done, a little work should also be done? What are your thoughts? ,",Neerja said that Imran is engaged to us again.
35,MEERA : Tumne kisi ko dekha yehaan ? ## CHHOTEY : Gaadi . Teri hai ? Kiski hai ? ## MEERA : Lamba sa . Blue shirt . ## CHHOTEY : Gaadi chalaaun ? ## MEERA : Pehle bataa blue shirt waala kahaan hai . ## MEERA : Kis taraf gaya wo ? ## MEERA : Kis taraf ? ## CHHOTEY : Kutti . ## ,blue shirt wale ki height kam hai,contradictory,"Meera: Did you see anyone here? ## Small : Car. is yours? Whose is it? ## Meera : Lamba Sa. blue shirt . ## Younger: Should I drive? ## Meera: First tell where is the blue shirt. ## Meera: How did he go? ## Meera: How? ## Small : Kutty. ,",blue shirt man has short height
36,SHAHID : Ab aap yahan nahin aaoge . ## ARIF : Yeh kya ... ## SHAHID : Bahut kiya bhai ... Aur nahin .. Main kamzor .. Consider me dead .... ## ARIF : Par kaise ?.... ## SHAHID : Meri nafrat yahan layi thi mujhe ... Aapka pyaar kaafi nahin mujhe yahan se nikalne ke liye .. Ab aapki apni family bhi hai ... Sab aapko dekhna hai ... ## SHAHID : Bhai ... Bhai .. Main nahin chahta aap yahan aayein . Aap aaye to bhi nahin aaonga bahar ... The brothers are quiet . Shahid looks away as Arif looks at him . ## ,SHAHID ki nafrat ussey yahan laai thi,entailment,"Shahid: You will not come here now. ## Arif : What is this... ## Shahid : did a lot brother... no more .. I am weak .. consider me dead.... ## Arif : but how .... ## Shahid : I hate here lei me... your love is not enough for me to get out of here.. now you have your own family too... all you have to see... ## shahid: brother... brother.. not me I want you to come here. Even if you come, you will not come outside... Brother is silent. Shahid looks away on seeing Arif. ,",Shahid's hatred brought him here
37,DR. SWAMY : Shruti ko kyon mara tumne ? ## RAJPAL : Maine nahin mara shruti ko . Main to bahaut pyar karta tha ussey .. par .. sharaab ke nashe mein sab gadbad ho gaya us raat . Sab Kanhaiya ne kiya . Aap chaho to Bhakbhkaaoon se pooch lo . ## DR. SWAMY : Kis sey ? ## RAJPAL : Bhakbhkaaoon ! Woh bhee tha wahan . Par dar ke bhaag gaya . ## ,RAJPAL ne Shruti ko nahi maara,entailment,"Doctor. Swami: Why did you kill Shruti? ## Rajpal: I did not kill Shruti. I used to love him very much..But..all became traitors in the intoxication of alcohol that night. Kanhaiya did everything. If you want, ask Bhabhakaun. ## Doctor. Swami: From what? ## Rajpal: Bhabhakaon! He was there too. But ran away in fear. ,",Rajpal did not kill Shruti
38,"TIA : Thank you so much . Haan maasi se baat ho gayi , unhone subah wish kiya thha . Thanks for calling . Bye ! ## ARJUN : Ek second .. Aaj tumhara birthday hai ? ## TIA : Haan . ## ARJUN : Seriously ? ## ARJUN : Happy Birthday T ! Pehle bataya hota toh Boobly ka cut- out le aata . ## ARJUN : Kya baat hai T ? Thoda toh excitement dikha do , it's your birthday ! ## TIA : Actually , Aaj mere parents ki fourteenth death anniversary bhi hai . ## ARJUN : Oh .. I'm so sorry . ## RAHUL : Kidhar ho aap ? ## FATHER : Garage pe . Aadhe ghante mein pahunchta hoon . ## ANU : Kya ho gaya hai tumhe ? ## FATHER : Kuch nahin .. ## ",Aaj ARJUN ke parents ki death anniversary hai,contradictory,"TIA: Thank you very much. Yes, I had a talk with the aunt, she had wished Suba. Thank you for calling. Bye ! ## Arjun: One second.. today is your birthday? ## TIA: Yes. ## Arjun: Really? ## Arjun : Happy Birthday T! If you had told earlier, take the cut-out of bubbly and take the dough. ## Arjun: What's the matter t? Give a little excitement, it's your birthday! ## TIA: Actually, today is also the fourteenth death anniversary of my parents. ## Arjun: Oh.. I'm so sorry. ## Rahul: Where are you? ## Father: On the garage. I'll ask in half an hour. ## Anu: What happened to you? ## Father : Nothing.. ##",Today is the death anniversary of Arjun's parents.
39,"SHAHID : Humara case strong hai . ## MARIAM : Hum jeetenge ? ## SHAHID : Jeetna Chahiye . ## MARIAM : Kitna time lagega ? ## SHAHID : mahine ya ussey thoda zyaada . ## MARIAM : Perfect . ## SHAHID : Koi Jaldi hai ? ## MARIAM : Haan property sell karke Assam jaana hai . ## SHAHID : Kyon ? ## MARIAM : Ek school start karoongi . ## SHAHID : Woh aap yahaan bhi kar sakti hain . ## MARIAM : Aap chahte hain main yahan rukoon , kyon ? ## SHAHID : Kyonki yeh .. ## MARIAM : Shayad , ruk bhi jaaoon . ## SHAHID : As a lawyer mujhe sab pata hona chahiye aapke baare mein . ## MARIAM : Achcha . ## SHAHID : Are you ? ## MARIAM : No . Mujhe chalna chahiye . ## SHAHID : Ok . ## SHAHID : Date milte hi inform karoonga . ## ",SHAHID ne kaha ki main chahta hoon ki aap ruke.  ,contradictory,"Shahid: Our case is strong. ## Mary: Will we win? ## Shahid : Wants to win. ## Mary: How long will it take? ## Shahid: Months or a little more. ## Mary : Exactly. ## Shahid: Is anyone in a hurry? ## Maryam: Yes, I have to go to Assam by selling the property. ## Shahid: Why? ## Mary : Will start a school. ## Shahid: You can do that here too. ## Mary: You want me to stay here, why? ## Shahid: Because this.. ## Maryam: Maybe, I should stop. ## Shahid: As a lawyer, I should know everything about you. ## Mary : Okay. ## Shahid: Are you? ## Mary: No. I must leave. ## Shahid: Okay. ## Shahid : See the date, inform Karuga. ,",Shahid said that I want you to stay.
40,"MEERA : Ranveer . Find me . Find me , Ranveer . ## RAMOTAR : Kinghaan ne gayi raand ? ## FAUJI : Bichalo mat re chutiyon . Phaiyl jaao . (Don't fucking get confused . Spread out . ) ## RANVEER : MEERA ! MEERA ! ## RANVEER : Fuck . ## ASHOK : FAUJI ! RAMOTAR ! ## RAMOTAR : FAUJI ! ## MEERA : Ranveer , you ok , baby ? ## MEERA : Let's go . ## ",MEERA sabko spread honey ko keh raha hai,contradictory,"Meera: Ranveer. find me Find me Ranveer. ## Ramotar : Qinghan lost the rand? ## Fauji: Don't interrupt, you leave. Go fail. (Don't get confused. Spread.) ## Ranveer: Mira! Meera! ## Ranveer: Fuck you. ## Ashok: Fauji! Ramotar! ## Ramotar : Fauji! ## Meera: Ranveer, you ok baby? ## Meera: Let's go. ,",Meera is telling everyone to spread honey
41,DOCTOR : Abhi aadha din hi hua hai aur 60 hazaar aa chuka hai ... ## SIKANDAR : Aur ee Shambhu chacha apni paari bech diya gadhau ! Kaahe chacha ? Murgi ekey baar mein kaat diye ? ## LALA : Tum bhi bech do ... 5 lakh mil jaayega ! ## SIKANDAR : Kaahe sabka paari lootne mein lage ho Lala ? Ghaat pe hotel-ootel banaaoge ? ## SHAMBHU : Murda log ka hotel ... hahahaha ... ## ,SHAMBHU chacha ne apni paari bech diya hai,entailment,Doctor: It's only half a day and 60 thousand have arrived... ## Sikander: And I Shambhu uncle sold his angel Gadhou! What uncle? Chickens cut in one go? ## Lala : Tum Bhi Beech Two... will get 5 lakhs! ## Sikandar: Are you Lala busy robbing everyone's angel? Will you make a hotel-outel on the ghat? ## Shambhu : Hotel of dead people... hahaha... ##,Shambhu uncle has given his angel beach
42,"DEEPAK : Tum ghar mein sabse chhoti ho , hai na ? ## SHAALU : Haan . Kaise pata ? ## DEEPAK : Ghar mein sabse chhote hi aise kood- kood ke baat karte hain ! ## SHAALU : Chhoti hoon isiliye sab itna pyaar karte hain . (shows the gold and diamond ring on her finger) Bachpan mein pehnaayi thi Chachu ne ... aur ye ab atak hi gayi hai . Ungli badi ho gayi ... angoothi utni hi rah gayi . ## SHAALU : Aise kyon dekh rahe ho ? ## DEEPAK : Pata nahin . ## DEEPAK : Chhoti ho na sabse ... isliye pyaar aa gaya . ## ",SHAALU ko koi pyaar nahi karta,contradictory,"Deepak: You are the youngest in the house, aren't you? ## Shalu : Yes. how know ? ## Deepak: Only the youngest in the house talk about such cod! ## Shalu: I am small, that's why everyone loves so much. (Shows her ring of gold and diamond on her finger) Chachu knew in childhood... and it's stuck now. The finger got bigger... Angoori remained the same. ## Shalu: Why are you looking like this? ## Deepak : Don't know. ## Deepak: Be it small or not the most... that's why love has come. ,",no one loves shalu
43,RANI : Haye ram ## VIJAY : Hi queen ## RANI : Dus picturon mein dus hero try kar chukey hain ... ## VIJAY : Kya ? Tumsey baat karna ? ## RANI : Yeh library wala paintra ## VIJAY : Har baar kaam karta hai ## VIJAY : Kaam kiya ? ## VIJAY : Aur uskey baad ? ## VIJAY : Um ... Soup ? uskey baad soup ? ## VIJAY : Manchow . maanjao ## RANI : Sweet corn ## ,VIJAY said to RANI that Tumsey baat karna useless hai. ,entailment,Rani : Hi Ram ## Vijay : Hi Rani ## Rani : Ten heroes in ten pictures are trying... ## Vijay : What? To talk to you? ## Rani : This library pentra ## Vijay : Works every time ## Vijay : Worked? ## Vijay : And after that? ## Vijay: Um... Soup? soup after uskey ? ## Vijay : Mancho. Manjao ## Queen : Sweet Corn ##,Vijay told Rani that talking to you is useless.
44,"MUNIYA : Aur ghumao ! Aur thoda .. Darwaze ke paas . ## KHALUJAN : Bibi , Para jaan nazar nahi aa rahi hain kahin ? ## MUNIYA : Subah se talaab pe baithi hain peechhe . Akele .. ## MUNIYA : Tum kya taad rahe ho be ! Chalo , woh dariyan uthao wahan se .. ## ",KHALUJAN called MUNIYA sister. ,entailment,"Munia: And go! And a little .. near the door. ## Khalujan: Bibi, Para Jaan is not visible anywhere? ## Muniya : Since morning she has been sitting on the pond behind. Alone.. ## Muniya: What are you doing! Come on, pick up those rivers from there.. ##",Khalujan called Muniya a sister.
45,"SHAHID : Nahin kiya . ## RAJESH : Ruthe ho ? ## SHAHID : Nahin ... ## RAJESH : Phir ? ## SHAHID : Because , I am such a fool ## RAJESH : Nahin . Prachand murkh . Shahid smiles ... They start walking ... ## SHAHID : Main nahin karoonga follow up . ## RAJESH : Kranti ? ## SHAHID : Kranti ? Bas yeh dekh kya sahi hai . ## RAJESH : Kya hai ... ## SHAHID : Sirf paisa nahin , har samay nahin . ## ",RAJESH ne SHAHID ko Prachand murkh kaha. ,entailment,"Shahid: Didn't. ## Rajesh: Are you angry? ## Shahid: No... ## Rajesh: Then? ## Shahid : Because, how stupid I am ## Rajesh : No. Huge fool. Shahid smiles... he starts walking... ## Shahid: I won't follow up. ## Rajesh: Revolution? ## Shahid: Revolution? Just see what's right. ## Rajesh: What is... ## Shahid: Not just money, not all the time. ,",Rajesh called Shahid a fierce turn.
